"","HCI_CODE","HCI_NAME","LICENCE_TYPE","HCI_TEL","POSTAL_CD","ADDR_TYPE","BLK_HSE_NO","FLOOR_NO","UNIT_NO","STREET_NAME","BUILDING_NAME","CLINIC_PROGRAMME_CODE","X_COORDINATE","Y_COORDINATE","INC_CRC","FMEL_UPD_D","LONGITUDE","LATITUDE","ADDRESS"
"97","9400105","BEDOK LIFE CLINIC","MC","64431398","460123","","123","01","160","BEDOK NORTH ST 2","","CDMP,CHAS","39576.89557166","34601.79793826","4F4C861CB2B10103","20200902122251",103.9372849,1.3292647,"123 Bedok North St 2, #01-160, Singapore 460123"
"98","18C0287","BEDOK MEDICAL CENTRE","MD","62414111","460018","A","18","01","57","BEDOK SOUTH RD","","CDMP,CHAS,ISP","39286.56501131","33653.75547249","445E961808549609","20200902122251",103.9347465,1.3205036,"18 Bedok South Rd, #01-57, Singapore 460018"
"99","12C0198","BISHAN GRACE CLINIC","MC","62542232","570150","A","150","01","151","BISHAN STREET 11","","CDMP,CHAS","30436.67723952","36296.49922899","ADDA535E9E530626","20200902122251",103.855269,1.344518,"150 Bishan Street 11, #01-151, Singapore 570150"
"100","9403277","BL MEDICAL ASSOCIATES","MC","62651052","118222","B","2","01","10","SCIENCE PARK DRIVE","ASCENT","CDMP,CHAS","22606.42219234","30351.41838298","D2E1176686F0E923","20200902122251",103.784589,1.290953,"2 Science Park Drive, #01-10, Singapore 118222"
"101","9403684","BOK FAMILY CLINIC  PTE LTD","MD","67478200","470117","A","117","01","58","BEDOK RESERVOIR ROAD","","CDMP,CHAS,ISP","36387.94222808","34846.55729474","22CEDAA5A17FCAB7","20200902122251",103.9087348,1.3314046,"117 Bedok Reservoir Road, #01-58, Singapore 470117"
"102","9402579","BOON KENG CLINIC & SURGERY","MC","67465456","380011","A","11","01","919","UPPER BOON KENG RD","","CDMP,CHAS,ISP","32184.01334321","32947.46127392","A1347A0E726F26C5","20200902122251",103.8708812,1.3142619,"11 Upper Boon Keng Rd, #01-919, Singapore 380011"
"103","9400128","BOON LAY CENTRAL CLINIC","MD","62655996","640221","A","221","01","242","BOON LAY PLACE","BOON LAY SHOPPING CENTRE","CDMP,CHAS","14546.34900375","36498.19284422","0A525408717F45F8","20200902122251",103.7124343,1.3462076,"221 Boon Lay Place, #01-242, Singapore 640221"
"104","9400129","BOON LAY CLINIC & SURGERY","MC","62655247","640221","A","221","01","240/244","BOON LAY PLACE","","CDMP,CHAS,ISP","14546.34900375","36498.19284422","0A525408EA180E9D","20200902122251",103.7124343,1.3462076,"221 Boon Lay Place, #01-240/244, Singapore 640221"
"105","19M0066","BOON LAY CORPORATION CLINIC","MC","68994569","600350","A","350","01","1225","JURONG EAST AVENUE 1","","CHAS","16641.49559798","36243.90948505","D0ECFA0B57FE8F90","20200902122251",103.7312267,1.3440717,"350 Jurong East Avenue 1, #01-1225, Singapore 600350"
"106","18M0176","BOSTON MEDICAL","MC","68179036","380119","A","119","01","72","ALJUNIED AVENUE 2","","CDMP,CHAS,ISP","33869.38861414","33598.72295093","EBB685C589C570A4","20200902122251",103.8865492,1.3197303,"119 Aljunied Avenue 2, #01-72, Singapore 380119"
"107","9400137","BUKIT BATOK MEDICAL CLINIC","MC","65603311","650207","","207","01","114","BUKIT BATOK ST 21","","CDMP,CHAS,ISP","18658.80226064","36487.01400006","35CD364D414F0E27","20200902122251",103.7493629,1.3462541,"207 Bukit Batok St 21, #01-114, Singapore 650207"
"108","9403518","BUKIT TIMAH CLINIC","MC","64665458","269731","B","621A","","","BUKIT TIMAH ROAD","","CDMP,CHAS,ISP","25300.10766159","34090.36105838","B9DD9C49D33FDC16","20200902122251",103.8092197,1.3245888,"621a Bukit Timah Road, Singapore 269731"
"109","9400143","BUKIT TIMAH NAM SANG  CLINIC","MD","64690760","598591","B","80","","","JLN JURONG KECHIL","","CDMP,CHAS,ISP","21313.63187169","35857.38690923","FE07344CF06AE629","20200902122251",103.7732186,1.3404639,"80 Jln Jurong Kechil, Singapore 598591"
"110","9402787","Banyan Clinic Pte Ltd.","MC","63652001","730768","A","768","02","04","Woodlands Avenue 6","Woodlands Mart","CDMP,CHAS,ISP","24085.28700111","47475.18426852","BDFADA14F5C9DCB0","20200902122251",103.79799,1.4454883,"768 Woodlands Avenue 6, #02-04, Singapore 730768"
"111","12C0244","Beo Crescent Clinic & Surgery","MC","62750269","160040","A","40","01","02","Beo Crescent","","CDMP,CHAS","27353.89036223","30162.99234494","ACDDB5D5B31592FF","20200902122251",103.8274678,1.2891435,"40 Beo Crescent, #01-02, Singapore 160040"
"112","9405101","Bethesda Medical Centre","MD","63378933","038983","B","3","03","330","TEMASEK BOULEVARD","SUNTEC CITY MALL","CDMP,CHAS","30859.71977217","30923.09790327","0F18873C99627FDA","20200902122251",103.8589791,1.2960707,"3 Temasek Boulevard, #03-330, Singapore 038983"
"113","12C0252","Bless Medical Centre Pte Ltd","MD","62664119","640221","A","221","01","108","BOON LAY PLACE","BOON LAY SHOPPING CENTRE","CDMP,CHAS","14546.34900375","36498.19284422","0A525408A123D722","20200902122251",103.7124343,1.3462076,"221 Boon Lay Place, #01-108, Singapore 640221"
"114","19M0007","Braddell Family Clinic","MC","62536288","310124","A","124","01","489","LORONG 1 TOA PAYOH","","CHAS","29258.54004351","35646.49860698","D9ABFBF28A1070D8","20200902122251",103.8445417,1.3386174,"124 Lorong 1 Toa Payoh, #01-489, Singapore 310124"
"115","9402741","C & K FAMILY CLINIC PTE LTD","MD","62429588","455297","B","108","","","UPPER EAST COAST ROAD","","CDMP,CHAS","38682.39910624","32829.31658602","CAA15791452211A4","20200902122251",103.929073,1.313589,"108 Upper East Coast Road, Singapore 455297"
"116","9400151","C H TAN MEDICAL CLINIC & DENTAL SURGERY","MC","65618712","650177","A","177","01","259","BT BATOK WEST AVE 8","","CDMP,CHAS,ISP","17808.54269556","36497.59486993","1678EB41B052A017","20200902122251",103.7416359,1.346356,"177 Bt Batok West Ave 8, #01-259, Singapore 650177"
"117","9400154","C K TAN FAMILY CLINIC & SURGERY PTE LTD","MC","62514438","310125","A","125","01","537","TOA PAYOH LOR 1","","CDMP,CHAS,ISP","29382.05076063","35611.3990661","C04D108DD91CD618","20200902122251",103.8458101,1.3383213,"125 Toa Payoh Lor 1, #01-537, Singapore 310125"
"118","9400160","C Y KOK CLINIC & SURGERY","MC","64569983","560157","A","157","01","562","ANG MO KIO AVE 4","","CDMP,CHAS,ISP","28676.23854943","39699.8244776","4D23AA3B105DBA1C","20200902122251",103.8394846,1.3753755,"157 Ang Mo Kio Ave 4, #01-562, Singapore 560157"
"119","9402229","C.M.C. WONG BINJAI CLINIC","MC","64693737","589824","B","15","","","BINJAI PARK","","CHAS","22828.98988039","35378.40880973","CADED63401D7A1D6","20200902122251",103.7870544,1.3360376,"15 Binjai Park, Singapore 589824"
"120","17M0186","C3 Family Clinic @Aljunied Crescent","MC","67422285","380095","A","95","01","509","ALJUNIED CRESCENT","MACPHERSON VIEW","CDMP,CHAS","33884.69822084","33772.8143443","AA16708B9FEB2861","20200902122251",103.8863806,1.3213403,"95 Aljunied Crescent, #01-509, Singapore 380095"
"121","9402580","CARE MEDICAL PTE LTD","MD","63872272","530683","A","683","01","931","HOUGANG AVE 8","","CDMP,CHAS","33903.73348339","39479.52207571","B46A78341D68FC77","20200902122251",103.8860803,1.3735631,"683 Hougang Ave 8, #01-931, Singapore 530683"
"122","9400172","CARITAS CLINIC","MC","67489284","400304","A","304","01","127","UBI AVE 1","","CDMP,CHAS,ISP","35557.69016346","34640.78854953","9D4ADF8141C67587","20200902122251",103.9015013,1.3295534,"304 Ubi Ave 1, #01-127, Singapore 400304"
"123","9402663","CASHEW MEDICAL & SURGERY","MC","67634255","670445","A","445","02","522","FAJAR RD","FAJAR SHOPPING CENTRE","CDMP,CHAS","21038.95049455","40614.90347463","2B4E2DF9F32CF444","20200902122251",103.7710299,1.383602,"445 Fajar Rd, #02-522, Singapore 670445"
"124","9402306","CASSIA CLINIC & SURGERY","MC","63464260","390034","","34","01","76","CASSIA CRESCENT","","CDMP,CHAS,ISP","33692.87148402","32438.99985791","7842F1164D6300C2","20200902122251",103.8845353,1.3095876,"34 Cassia Crescent, #01-76, Singapore 390034"
"125","13C0034","CCK FAMILY CLINIC","MC","68910338","680304","A","304","01","653","CHOA CHU KANG AVE 4","","CDMP,CHAS,ISP","17964.92411006","40716.24879593","A89A16979C555F48","20200902122251",103.743172,1.3844491,"304 Choa Chu Kang Ave 4, #01-653, Singapore 680304"
"126","11C0170","CECILIA FAMILY CLINIC & SURGERY","MD","67883812","520484","A","484","01","224","TAMPINES ST 43","","CDMP,CHAS","41279.02090263","38217.59005527","08D480F9035D11B4","20200902122251",103.952521,1.361307,"484 Tampines St 43, #01-224, Singapore 520484"
"127","9405009","CENTRAL 24-HR CLINIC (BEDOK)","MC","62476122","460219","","219","01","124","BEDOK CENTRAL","MULTI STOREY CAR PARK","CDMP,CHAS","39087.76628658","34133.5908521","33F8CCC42290922B","20200902122251",103.9329324,1.3249404,"219 Bedok Central, #01-124, Singapore 460219"
"128","9405347","CENTRAL 24-HR CLINIC (CLEMENTI)","MD","67732925","120450","A","450","01","291","Clementi Ave 3","","CDMP,CHAS","20449.80211014","32870.07363682","1CA6551518921533","20200902122251",103.7654405,1.3135577,"450 Clementi Ave 3, #01-291, Singapore 120450"
"129","9403687","CENTRAL 24-HR CLINIC (HOUGANG)","MC","63876965","530681","","681","01","831","HOUGANG AVE 8","","CDMP,CHAS","33827.09177047","39442.55542398","A24AA09E80EE6887","20200902122251",103.8856916,1.3729783,"681 Hougang Ave 8, #01-831, Singapore 530681"
"130","18M0222","CENTRAL 24-HR CLINIC (MARSILING)","MC","63652908","730303","A","303","01","185","WOODLANDS STREET 31","","CDMP,CHAS,ISP","21399.96278994","45836.15418408","EE224A90198FAF95","20200902122251",103.7737488,1.4309433,"303 Woodlands Street 31, #01-185, Singapore 730303"
"131","9405250","CENTRAL 24-HR CLINIC (PASIR RIS)","MC","65822640","510446","A","446","01","122","PASIR RIS DRIVE 6","","CDMP,CHAS","41845.14385673","39147.37166485","B50BD3873BA5D6D9","20200902122251",103.9572734,1.3704673,"446 Pasir Ris Drive 6, #01-122, Singapore 510446"
"132","19M0136","CENTRAL 24-HR CLINIC (TAMPINES)","MC","63437731","524201","A","201D","01","1151","TAMPINES STREET 21","","CHAS","41384.46898859","37152.14358944","4D220D975444D1F0","20200902122251",103.9537831,1.3525869,"201d Tampines Street 21, #01-1151, Singapore 524201"
"133","9405378","CENTRAL 24-HR CLINIC (WOODLANDS)","MC","63654895","730768","A","768","02","06A","WOODLANDS AVENUE 6","WOODLANDS MART","CDMP,CHAS","24085.28700111","47475.18426852","BDFADA141C2FB1E6","20200902122251",103.79799,1.4454883,"768 Woodlands Avenue 6, #02-06a, Singapore 730768"
"134","9402719","CENTRAL 24-HR CLINIC (YISHUN)","MC","67597985","761701","","701A","01","04","YISHUN AVE 5","","CDMP,CHAS","27401.80276437","45734.21215974","15CCA2EFF5968C19","20200902122251",103.8279207,1.4299278,"701a Yishun Ave 5, #01-04, Singapore 761701"
"135","11C0180","CENTRAL MEDICAL GROUP PTE LTD","MC","62722212","150011","A","11","01","4442","JALAN BUKIT MERAH","","CDMP,CHAS","25289.46680058","29893.64563939","D1786E02559E52D6","20200902122251",103.8089019,1.2866867,"11 Jalan Bukit Merah, #01-4442, Singapore 150011"
"136","9402307","CHAI CHEE CLINIC & SURGERY","MC","62441231","461025","A","25A","01","453","CHAI CHEE RD","","CDMP,CHAS,ISP","38108.59277581","33948.34264966","569BCB36EABD3F14","20200902122251",103.9240514,1.3232684,"25a Chai Chee Rd, #01-453, Singapore 461025"
"137","9400191","CHAN FAMILY CLINIC","MD","63454683","437844","B","865","02","81H","MOUNTBATTEN ROAD","KATONG SHOPPING CENTRE","CDMP,CHAS","35589.74150651","31826.07588148","0AFACCDC6E38EFF6","20200902122251",103.9008959,1.3037611,"865 Mountbatten Road, #02-81h, Singapore 437844"
"138","9400200","CHANG CLINIC","MC","64663811","588996","B","1","B1","08/09/10","JLN ANAK BUKIT","BUKIT TIMAH PLAZA","CDMP,CHAS,ISP","21910.41496151","35658.78665167","AAB9298A823DCF8F","20200902122251",103.7786758,1.3387468,"1 Jln Anak Bukit, #B1-08/09/10, Singapore 588996"
"139","9403519","CHANG CLINIC & SURGERY","MC","62216955","080007","A","7","01","21","EVERTON PARK","","CDMP,CHAS","28596.62824348","28821.32806884","8692BE8FD5758B6B","20200902122251",103.8392427,1.2770881,"7 Everton Park, #01-21, Singapore 080007"
"140","9400205","CHARIS CLINIC & SURGERY","MC","67822332","521164","A","164","01","295","TAMPINES ST 12","","CDMP,CHAS","40540.2669551","36860.09635012","093E8E20166E7EF5","20200902122251",103.9460777,1.3495577,"164 Tampines St 12, #01-295, Singapore 521164"
"141","9400588","GOH CLINIC + SURGERY","MC","65676368","650283","A","283","01","271","BT BATOK EAST AVE 3","","CDMP,CHAS","19566.61109985","36563.8334163","A9F8719944CD5DEC","20200902122251",103.7574769,1.3472903,"283 Bt Batok East Ave 3, #01-271, Singapore 650283"
"142","17M0254","GOODDOCTORS MEDICAL CLINIC","MC","69093457","768897","","18","02","55","YISHUN AVENUE 9","JUNCTION NINE","CDMP,CHAS","28928.38402036","46092.96095478","1225CFA9649AFD9C","20200902122251",103.8414882,1.4332205,"18 Yishun Avenue 9, #02-55, Singapore 768897"
"143","9400603","GRACE CLINIC & SURGERY","MC","64584280","560607","A","607","01","1295","ANG MO KIO AVE 4","","CDMP,CHAS","28611.874015","40270.60824718","9573BF97776A0A9B","20200902122251",103.8387898,1.3803646,"607 Ang Mo Kio Ave 4, #01-1295, Singapore 560607"
"144","11C0235","GREAT HEALTH MEDICAL CLINIC","MD","64561767","560407","A","407","01","749","ANG MO KIO AVENUE 10","","CDMP,CHAS,ISP","30440.44999235","38218.99902991","8B7C7A9DDC7F56E6","20200902122251",103.8554121,1.3619869,"407 Ang Mo Kio Avenue 10, #01-749, Singapore 560407"
"145","9400615","GREEN CROSS MEDICAL CENTRE","MD","67813011","520824","A","824","01","30","TAMPINES ST 81","","CDMP,CHAS","39061.71163646","36795.44732692","C9A00927C9DB9DD3","20200902122251",103.9327527,1.3490499,"824 Tampines St 81, #01-30, Singapore 520824"
"146","9402469","GREENLIFE CLINIC & SURGERY","MC","67562676","759775","B","11","02","01","CANBERRA RD","SEMBAWANG MRT STATION","CDMP,CHAS,ISP","26533.37620413","47851.53089956","9995275E671A82B7","20200902122251",103.8198723,1.4490229,"11 Canberra Rd, #02-01, Singapore 759775"
"147","9404696","GREENLIFE CLINIC & SURGERY","MC","67606087","680624","","624","01","230","CHOA CHU KANG STREET 62","YEW TEE SHOPPING CENTRE","CHAS","18403.3321241","42214.66614709","E8F492F9C42B7967","20200902122251",103.7468169,1.3981277,"624 Choa Chu Kang Street 62, #01-230, Singapore 680624"
"148","11C0070","GREENLINK MEDICAL CLINIC","MC","67552238","760807","A","807","01","4213","YISHUN RING ROAD","","CDMP,CHAS","27806.34523296","44254.75213107","D045FB4619B0CF2B","20200902122251",103.8315436,1.4167736,"807 Yishun Ring Road, #01-4213, Singapore 760807"
"149","17C0318","GSH CLINIC & SURGERY PTE. LTD.","MC","62605942","545523","","9","01","40","YIO CHU KANG ROAD","SPACE @ KOVAN","CHAS","32848.29258386","37417.55663756","CF53B4E701A9D912","20200902122251",103.8769008,1.3545925,"9 Yio Chu Kang Road, #01-40, Singapore 545523"
"150","13C0073","Gerrard Teoh Hematology & Medical Clinic","MC","83433923","307506","B","10","08","34","SINARAN DRIVE","NOVENA MEDICAL CENTER SQUARE 2","CDMP,CHAS","29206.6219764","33662.3806674","3F1CCCBCB67F595F","20200902122251",103.8443689,1.3206513,"10 Sinaran Drive, #08-34, Singapore 307506"
"151","17M0182","GreenForest Family Clinic","MC","67850157","523878","A","878C","01","71","TAMPINES AVENUE 8","","CHAS","38688.76064945","37041.64734862","1F4E460F1E4EB1F6","20200902122251",103.9294722,1.3513529,"878c Tampines Avenue 8, #01-71, Singapore 523878"
"152","9400632","H S LEE CLINIC & SURGERY","MD","67550630","760173","A","173","01","823","YISHUN AVE 7","","CDMP,CHAS,ISP","27755.40860522","46529.00537224","499349E9FB904E28","20200902122251",103.8309352,1.4370135,"173 Yishun Ave 7, #01-823, Singapore 760173"
"153","9400641","HARMONY FAMILY CLINIC","MC","67623979","680235","A","235","B1","25","CHOA CHU KANG CENTRAL","","CDMP,CHAS,ISP","18588.48716168","40192.16238083","F6C4BC63BB5F232D","20200902122251",103.7486491,1.3798803,"235 Choa Chu Kang Central, #B1-25, Singapore 680235"
"154","9403528","HAVELOCK FAMILY CLINIC","MD","62724242","160022","A","22","01","709","HAVELOCK RD","","CDMP,CHAS,ISP","27499.81276575","30128.50878779","F7190D2B17261B24","20200902122251",103.8287358,1.288844,"22 Havelock Rd, #01-709, Singapore 160022"
"155","9405133","HEAL MEDICAL CENTRE","MC","62509550","329714","","262","04","01/02","BALESTIER ROAD","OKIO","CDMP,CHAS","30212.56679233","33820.32303208","AFC8130F0CC6EF83","20200902122251",103.8532333,1.3221729,"262 Balestier Road, #04-01/02, Singapore 329714"
"156","9402361","HEALTH PARTNERS FAMILY CLINIC","MC","68989031","658713","B","1","01","37","BT BATOK CENTRAL LINK","WEST MALL","CDMP,CHAS","18643.52694756","36903.94285402","1F9E61AB68D1E0E9","20200902122251",103.7492852,1.3500111,"1 Bt Batok Central Link, #01-37, Singapore 658713"
"157","9402685","HEALTH PARTNERS MEDICAL CLINIC","MD","62255036","069532","B","100","09","01","Cecil Street","The Globe","CDMP,CHAS","29740.568278","29286.99467232","C06436C951508BC0","20200902122251",103.8490256,1.2812743,"100 Cecil Street, #09-01, Singapore 069532"
"158","9402075","HEALTH PARTNERS MEDICAL CLINIC (SIGLAP)","MC","64433316","455289","","23","","","UPPER EAST COAST ROAD","CRESCENDO BUILDING","CHAS","38351.243604","32824.59768629","861328B8B2147930","20200902122251",103.9261494,1.3129928,"23 Upper East Coast Road, Singapore 455289"
"159","9400646","HEALTH PARTNERSHIP MEDICAL CENTRE","MC","62782860","090109","A","109","01","145","BUKIT PURMEI RD","","CDMP,CHAS","27108.79260969","28490.16251763","92B357542F569E65","20200902122251",103.8252941,1.2739482,"109 Bukit Purmei Rd, #01-145, Singapore 090109"
"160","19M0168","HEALTHBRIDGE FAMILY CLINIC","MC","64897495","821615","A","615A","01","327","EDGEFIELD PLAINS","PUNGGOL SPRING","CHAS","36482.5152091","42857.42261148","97489D9D88755C58","20200902122251",103.9094914,1.4042372,"615a Edgefield Plains, #01-327, Singapore 821615"
"161","9400652","HEALTHCARE FAMILY CLINIC & SURGERY","MC","64542373","570403","A","403","01","311","SIN MING AVE","","CDMP,CHAS,ISP","28031.76782751","38324.7915958","8632FD12A1C90F8D","20200902122251",103.8334617,1.362902,"403 Sin Ming Ave, #01-311, Singapore 570403"
"162","13M0232","HEALTHCARE MEDICAL @ Kovan","MC","62821118","530208","A","208","01","205","HOUGANG STREET 21","","CDMP,CHAS","33933.62384374","37863.37013757","7DE99141C1B1E515","20200902122251",103.886624,1.3586913,"208 Hougang Street 21, #01-205, Singapore 530208"
"163","13C0267","HEALTHCARE MEDICAL @ RAILMALL","MD","67655733","678067","B","446","","","UPPER BUKIT TIMAH ROAD,","RAIL MALL","CDMP,CHAS","20686.73900891","37964.36241311","CC932499D71B2992","20200902122251",103.7676005,1.3596263,"446 Upper Bukit Timah Road,, Singapore 678067"
"164","20M0165","HEALTHIFY MEDICAL FAMILY CLINIC","MC","69779773","329714","B","262","01","04","BALESTIER ROAD","Okio","CHAS","30212.56679233","33820.32303208","AFC8130FB3082AD2","20200902122251",103.8532333,1.3221729,"262 Balestier Road, #01-04, Singapore 329714"
"165","9402317","HEALTHLINE FAMILY CLINIC & SURGERY PTE. LTD.","MD","64463260","461025","A","25A","01","467","CHAI CHEE ROAD","","CDMP,CHAS","38108.59277581","33948.34264966","569BCB36103300B5","20200902122251",103.9240514,1.3232684,"25a Chai Chee Road, #01-467, Singapore 461025"
"166","9400647","HEALTHLINK (AMK) MEDICAL CENTRE","MC","64571636","560108","A","108","01","86","ANG MO KIO AVE 4","","CDMP,CHAS,ISP","28543.45874658","39220.00989209","210753E0EED8C9F3","20200902122251",103.8382463,1.3709152,"108 Ang Mo Kio Ave 4, #01-86, Singapore 560108"
"167","14C0389","HEALTHLINK FAMILY CLINIC & SURGERY","MC","64689808","270021","A","21","01","187","GHIM MOH ROAD","","CDMP,CHAS,ISP","23017.2274397","32490.0986615","84770F29B0F48993","20200902122251",103.7884371,1.3106477,"21 Ghim Moh Road, #01-187, Singapore 270021"
"168","9400493","EVERHEALTH MEDICAL CENTRE","MC","63850815","530540","A","540","B1","1235","HOUGANG AVENUE 8","","CDMP,CHAS,ISP","34450.65854507","39977.45165599","77C5F12C359EF4BD","20200902122251",103.8912679,1.377873,"540 Hougang Avenue 8, #B1-1235, Singapore 530540"
